businessId,name,mainBusinessLineType,mainBusinessLineDescription,mainBusinessLineRegDate,postCode
3237845-4,HMC Partners Oy,68209,Muiden kiinteistöjen vuokraus ja hallinta,2021-09-10,33420
3237879-6,Pirkan Säle Oy,47599,Muualla luokittelemattomien kotitaloustarvikkeiden vähittäiskauppa,2021-09-24,33700
3237910-7,Manse Trader Oy,96090,Muualla luokittelemattomat henkilökohtaiset palvelut,2021-09-19,33400
3237938-5,Keskinäinen kiinteistö Oy Ylöjärven Hiitinkulma,68209,Muiden kiinteistöjen vuokraus ja hallinta,2021-09-01,33400
3237966-8,Ab Perineum Group Oy,70220,Muu liikkeenjohdon konsultointi,2021-09-24,33710
3237996-7,Kenin reseptit Oy,56101,Ravintolat,2021-09-25,33400
3238084-5,Tammilehto Group Oy,66220,Vakuutusasiamiesten ja -välittäjien toiminta,2021-09-26,33500
3238090-9,Terapiatalo Lautturi Oy,86909,Muu terveyspalvelu,2021-09-26,33100
3238130-3,Lupus Digital Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2021-09-26,33900
3238162-9,No Roof Games Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2021-09-26,33720
3238237-3,"As Oy Soljan Sinfonia, Pirkkala",68202,Asuntojen ja asuinkiinteistöjen hallinta,2021-09-02,33800
3238332-5,Kiinteistö Oy Villa Himoksen Ensilumi,68209,Muiden kiinteistöjen vuokraus ja hallinta,2021-09-24,33400
3238365-9,LVI-Palvelu Nuutinen Oy,43220,"Lämpö-, vesijohto- ja ilmastointiasennus",2021-09-27,33700
3238392-3,Soseilu Games Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2021-09-27,33270
3238453-9,Asunto Oy Tampereen Puistotammela,68202,Asuntojen ja asuinkiinteistöjen hallinta,2023-03-27,33100
3238454-7,Asunto Oy Tampereen Arkadia,68202,Asuntojen ja asuinkiinteistöjen hallinta,2023-03-27,33100
3238467-8,Sport Momentum Oy,85510,Urheilu- ja liikuntakoulutus,2021-07-21,33710
3238478-2,More Clean Oy,81100,Kiinteistönhoito,2021-09-22,33560
3238548-6,Prikan Oy,56101,Ravintolat,2021-09-28,33500
3238717-4,HooÄssä Oy,70220,Muu liikkeenjohdon konsultointi,2021-09-28,33470
3238795-9,Laatu Catering Oy,56101,Ravintolat,2021-09-22,33400
3238960-4,Cream Capital Oy,68201,Asuntojen vuokraus,2021-09-29,33560
3238973-5,Affimani Oy,73119,Muu mainospalvelu,2021-09-29,33901
3238974-3,Highroad Media Oy,59110,"Elokuvien, videoiden ja televisio-ohjelmien tuotanto",2021-09-29,33230
3239005-8,LP-Solar Oy,43210,Sähköasennus,2021-09-27,33710
3239010-3,Energiakilpi Oy,71126,Muu rakennustekninen palvelu,2021-10-07,33210
3239044-5,Rakennusliike Hanke Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2021-09-30,33500
3239067-2,Koisty kiiteistöt Oy,68100,Omien kiinteistöjen kauppa,2021-09-30,33560
3239133-3,Craftmate Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2021-09-30,33100
3239134-1,Accotilit Oy,69201,Kirjanpito- ja tilinpäätöspalvelu,2021-09-30,33100
3239202-9,JJH Group Oy,49310,Paikallisliikenne,2021-09-30,33540
3239259-8,Tyhjä Oy,56301,Olut- ja drinkkibaarit,2023-10-01,33100
3239313-6,Kiertotalousmanageri Oy,74909,"Muu ammatillinen, tieteellinen ja tekninen toiminta",2021-10-01,33610
3239320-8,Nordic Plug Oy,47913,Laajan valikoiman postimyynti ja verkkokauppa,2021-10-01,33100
3239351-5,Asunto Oy Tampereen Viherportti,68202,Asuntojen ja asuinkiinteistöjen hallinta,2021-09-23,33800
3239429-4,Milue Capital Oy,86220,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",2021-10-01,37500
3239444-6,V. Hiltula Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2021-10-01,33340
3239474-5,Lillan Nordic Oy,55101,Hotellit,2021-10-01,33100
3239511-5,Niksport Oy,82990,Muut palvelut liike-elämälle,2021-10-01,33100
3239677-5,Juolla Oy,96090,Muualla luokittelemattomat henkilökohtaiset palvelut,2021-10-03,33730
3239714-5,Teknolakeus Oy,71127,Kone- ja prosessisuunnittelu,2021-10-04,33720
3239749-5,Vinno Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2021-10-04,33720
3239781-5,Juolahdus Oy,86909,Muu terveyspalvelu,2021-10-04,33270
3239807-6,Voima LKV Oy,68310,Kiinteistönvälitys,2021-10-04,33100
3239822-8,Technomage Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2021-10-01,33210
3239839-1,HankintaPartners Oy,70220,Muu liikkeenjohdon konsultointi,2021-10-04,33100
3239841-2,Jussinkylän ravintolat Oy,56101,Ravintolat,2021-10-04,33100
3239926-3,T&T Myynti Oy,70220,Muu liikkeenjohdon konsultointi,2021-10-04,33250
3240040-4,Arnault Holdings Oy,47919,Muu postimyynti ja verkkokauppa,2021-10-05,33530
3240100-1,Aurinkosijoitus Oy,35115,Teollisuutta palveleva sähkön ja lämmön tuotanto,2021-09-27,33870
3240146-6,SRE Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2021-10-05,33720
3240161-8,Yamore Oy Ltd,82990,Muut palvelut liike-elämälle,2023-04-01,33410
3240162-6,Valtteri Lampinen LKV Oy,68310,Kiinteistönvälitys,2021-10-05,33230
3240201-2,Capitaliste Oy,64200,Rahoitusalan holdingyhtiöiden toiminta,2021-10-06,33410
3240212-7,TTP Investment Oy,66220,Vakuutusasiamiesten ja -välittäjien toiminta,2021-10-06,33230
3240220-7,"Asunto Oy Näsin Aarre, Tampere",68202,Asuntojen ja asuinkiinteistöjen hallinta,2021-09-16,33800
3240233-8,Jahtisonnit Oy,90020,Esittäviä taiteita palveleva toiminta,2021-10-04,33300
3240242-6,Niotek Oy,43999,Muu muualla luokittelematon erikoistunut rakennustoiminta,2021-10-06,33720
3240266-1,Tarjatar Oy Tampere,47711,Naisten vaatteiden vähittäiskauppa,2022-01-01,33100
3240303-1,Lerneca Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2021-10-06,33500
3240375-2,Nojonen Kodit Oy,68201,Asuntojen vuokraus,2021-10-06,33500
3240444-8,Psykoterapiapalvelut Minna Björkqvist Oy,86909,Muu terveyspalvelu,2021-10-07,33210
3240445-6,ROOF LKV Tampere Oy,68310,Kiinteistönvälitys,2021-10-04,33200
3240513-3,TH-Kiilaura+ Oy,46620,Työstökoneiden tukkukauppa,2021-10-07,33710
3240524-8,Medivian Oy,86220,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",2021-10-07,33100
3240541-6,Lecklé Corporate Finance Oy,70220,Muu liikkeenjohdon konsultointi,2021-10-07,33210
3240585-4,Morris Diner oy,56101,Ravintolat,2021-10-07,33720
3240635-5,Jakopaku Oy,49410,Tieliikenteen tavarankuljetus,2021-10-07,33340
3240673-4,TML Rakennus Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2021-10-07,33210
3240754-2,FengshuiInk Oy,96090,Muualla luokittelemattomat henkilökohtaiset palvelut,2021-10-08,33820
3240848-1,ORW Inc Oy,90010,Esittävät taiteet,2021-10-08,33100
3240855-3,Henkilöstöpalvelut Ylärivi Oy,70220,Muu liikkeenjohdon konsultointi,2021-10-08,33310
3240941-7,Räpsöö Capital Oy,82990,Muut palvelut liike-elämälle,2021-10-09,33820
3241001-2,Nicon Oy,68202,Asuntojen ja asuinkiinteistöjen hallinta,2021-10-09,33100
3241095-2,Mattokeidas Oy,47531,Mattojen ja verhojen vähittäiskauppa,2021-10-10,33400
3241247-2,Hämeenkatu - Grilli Oy,56103,Ruokakioskit,2021-10-11,33200
3241275-5,Heilimä Evo Oy,85600,Koulutusta palveleva toiminta,2021-10-11,33840
3241311-7,O&M Lifting Oy,28220,Nosto- ja siirtolaitteiden valmistus,2021-10-11,33710
3241515-5,Suxpuu Oy,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2021-10-12,33610
3241642-2,Armstrong Ammattiturva Oy,70220,Muu liikkeenjohdon konsultointi,2021-10-10,33100
3241792-7,Huttunen Events Oy,82990,Muut palvelut liike-elämälle,2021-10-13,37200
3241839-9,Asunto Oy Kangasalan Sampo,68202,Asuntojen ja asuinkiinteistöjen hallinta,2021-11-11,33820
3241908-4,Roedberg Ab,71123,Rakennetekninen palvelu,2021-10-03,33270
3241941-2,inTaxervice Oy,49320,Taksiliikenne,2021-10-14,33520
3241949-8,Vetokoukku Tampere Oy,45201,Moottoriajoneuvojen huolto ja korjaus (pl. renkaat),2021-10-14,33710
3242129-9,Omnipresent Finland Oy,70220,Muu liikkeenjohdon konsultointi,2021-10-12,33720
3242157-1,Elorinne Oy,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2021-10-15,33500
3242273-4,Promisor Oy,70220,Muu liikkeenjohdon konsultointi,2021-10-15,33230
3242310-4,Pioni Kotisiivous Oy,81210,Kiinteistöjen siivous,2021-10-15,33310
3242378-8,PalDent Oy,86230,Hammaslääkäripalvelut,2021-10-16,33230
3242380-9,Terapiapalvelu Edasi Oy,86909,Muu terveyspalvelu,2021-10-16,37200
3242499-1,Strange Coil Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2021-10-18,33700
3242560-1,As Oy Nokian Valborg,68202,Asuntojen ja asuinkiinteistöjen hallinta,2021-10-15,33900
3242573-2,Viafin Industrial Service Keski-Suomi Oy,33110,Metallituotteiden korjaus ja huolto,2021-10-05,33210
3242576-7,Viafin Pohjois-Pohjanmaa Piping Oy,33110,Metallituotteiden korjaus ja huolto,2021-10-05,33210
3242598-6,Medspect Oy,86909,Muu terveyspalvelu,2021-10-18,33240
3242623-3,Finfinet Group Oy,70220,Muu liikkeenjohdon konsultointi,2021-10-18,33720
3242644-4,Amabit Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2021-10-18,33100
3242754-3,Alkukampela Oy,43999,Muu muualla luokittelematon erikoistunut rakennustoiminta,2021-10-18,33710
3242773-8,Second Self Oy,70220,Muu liikkeenjohdon konsultointi,2022-01-01,33710
3242905-5,Jakuma Oy,45112,Henkilöautojen ja kevyiden moottoriajoneuvojen vähittäiskauppa,2021-10-19,33400
3242906-3,ILON TEKIJÄT Oy,93190,Muu urheilutoiminta,2021-10-19,33211
3243027-5,Sähkömies Ahoranta Oy,43210,Sähköasennus,2021-10-25,33530
3243124-3,Vidar Oy,66220,Vakuutusasiamiesten ja -välittäjien toiminta,2021-10-31,33610
3243247-3,Lamrav Oy,56101,Ravintolat,2021-10-20,33100
3243274-8,JGS Bros Ky,74101,Graafinen muotoilu,2021-10-12,33610
3243406-5,DiaTarrat OY,17290,"Muiden paperi-, kartonki- ja pahvituotteiden valmistus",2021-09-25,33230
3243463-9,Merikaari Oy,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2021-10-21,33800
3243519-9,lovesome oy,59110,"Elokuvien, videoiden ja televisio-ohjelmien tuotanto",2021-10-21,33400
3243633-5,Lamminranta Group Oy,70220,Muu liikkeenjohdon konsultointi,2021-10-22,33230
3243722-3,Roihu Clothing Oy,47719,Vaatteiden yleisvähittäiskauppa,2021-10-06,33960
3243785-6,HR Lex Oy,69102,Lakiasiaintoimistot,2021-10-23,33100
3243786-4,Sertio Oy,74909,"Muu ammatillinen, tieteellinen ja tekninen toiminta",2021-10-23,33520
3243866-4,Hukka Media Oy,74901,Ohjelmatoimistot ja manageripalvelut,2021-10-24,33530
3244040-6,Lehter&Co Oy,70220,Muu liikkeenjohdon konsultointi,2021-10-25,33730
3244088-7,Georavintolat OY,56101,Ravintolat,2021-10-25,33210
3244127-3,Talotekniikka Borg Oy,43220,"Lämpö-, vesijohto- ja ilmastointiasennus",2021-10-25,33330
3244202-2,OKB-Nekala Oy,71127,Kone- ja prosessisuunnittelu,2021-10-25,33800
3244224-1,Creatido Oy,70220,Muu liikkeenjohdon konsultointi,2021-10-20,33210
3244330-8,Alelam Oy,70220,Muu liikkeenjohdon konsultointi,2021-10-26,33710
3244446-6,Kalevan Kiinteistötarkkailupalvelu Oy,71126,Muu rakennustekninen palvelu,2021-10-19,33540
3244464-2,Gloria Rakennus Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2021-10-26,33870
3244644-5,VD Berakot Oy,96090,Muualla luokittelemattomat henkilökohtaiset palvelut,2021-10-27,33840
3244683-2,Bonecold Oy,93190,Muu urheilutoiminta,2021-10-27,33400
3244784-3,Tikka & Varis Oy,81100,Kiinteistönhoito,2021-10-28,33100
3244821-3,Kotamikko Capital OY,25620,Metallien työstö,2021-10-28,33580
3244869-4,Datajätkä Consulting Oy,62020,Atk-laitteisto- ja ohjelmistokonsultointi,2021-10-28,33100
3244907-2,This is Business oy,56101,Ravintolat,2021-10-28,33560
3244951-5,EMA Capital Oy,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2021-10-28,33400
3244977-7,SmeltRunners Process Service Oy,71129,Muu tekninen palvelu,2021-10-13,33500
3245137-5,Chill Lounge Oy,93299,Muualla luokittelematon huvi- ja virkistystoiminta,2021-10-29,33580
3245152-7,Kirsi Konnos Oy LKV,68310,Kiinteistönvälitys,2021-10-29,37120
3245155-1,Asennusykkönen Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2021-10-29,33400
3245176-2,KingWay Finland Oy,68209,Muiden kiinteistöjen vuokraus ja hallinta,2021-10-28,33850
3245235-1,Jänessaaren Development Oy,71126,Muu rakennustekninen palvelu,2021-10-30,33100
3245250-3,Kukkakauppa Rose Vendela ja Hautauspalvelu Oy,47990,Muu vähittäiskauppa muualla kuin myymälöissä,2021-10-31,34300
3245411-1,Asunto Oy Tampereen Vuoreksen Woodhill,68202,Asuntojen ja asuinkiinteistöjen hallinta,2021-09-30,33800
3245524-5,Dimensiokuvaus Oy,74201,Valokuvaamot ja muu kuvaustoiminta,2021-11-01,33270
3245542-1,Talotutkimus Tuominen Oy,71202,Muu tekninen testaus ja analysointi,2021-11-01,33720
3245606-1,Pekka Juntunen Oy,90010,Esittävät taiteet,2021-11-01,33250
3245661-9,Tiera Kiinteistöt Oy,68209,Muiden kiinteistöjen vuokraus ja hallinta,2021-10-21,33101
3245664-3,Einstein Holding Oy,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2021-10-28,33100
3245744-3,Einhell Finland Oy,46691,Sähkötarviketukkukauppa,2022-06-01,33230
3245785-7,Asunto Oy Tampereen Vuoreksen Topaasi,68202,Asuntojen ja asuinkiinteistöjen hallinta,2021-10-18,33530
3246003-6,FISEG Oy,46691,Sähkötarviketukkukauppa,2021-11-03,33420
3246067-7,Lännen Palveluyhtiöt Oy,81100,Kiinteistönhoito,2022-03-31,33300
3246068-5,Lännen Palvelukiinteistö Oy,68209,Muiden kiinteistöjen vuokraus ja hallinta,2022-03-31,33300
3246160-2,Rakennustoimisto Tripla-V Oy,43999,Muu muualla luokittelematon erikoistunut rakennustoiminta,2021-11-03,33230
3246193-6,Toisen aarre Oy,82990,Muut palvelut liike-elämälle,2021-11-03,33330
3246210-3,Neuropsykologikeskus Fornix Oy,86909,Muu terveyspalvelu,2021-10-28,33200
3246523-2,Herrainmäki LKV Oy,68310,Kiinteistönvälitys,2021-12-09,33100
3246539-8,Lullebiegga Gravel Oy,93190,Muu urheilutoiminta,2021-11-05,33560
3246556-6,Jere Haapalainen Oy,93190,Muu urheilutoiminta,2021-11-04,33680
3246602-4,Käännös Agility Oy,70220,Muu liikkeenjohdon konsultointi,2021-11-05,33230
3246659-3,MAQALID Markets Oy,47913,Laajan valikoiman postimyynti ja verkkokauppa,2021-11-06,33100
3246761-7,Bloknet Oy,68201,Asuntojen vuokraus,2021-11-07,33420
3247062-1,Buwa prem oy,56101,Ravintolat,2021-11-08,33100
3247104-2,Asunto Oy Tampereen Lamminpään Hilla,68202,Asuntojen ja asuinkiinteistöjen hallinta,2022-03-31,33540
3247106-9,Asunto Oy Tampereen Lamminpään Lakka,68209,Muiden kiinteistöjen vuokraus ja hallinta,2022-03-31,33540
3247216-8,Studio Cava Oy,96021,Parturit ja kampaamot,2021-11-09,33210
3247348-6,Aamabhuma Oy,56101,Ravintolat,2021-11-09,33210
3247405-9,Urban Cabin Oy,68310,Kiinteistönvälitys,2021-11-10,33200
3247423-5,Mucho Bueno Oy,73111,Mainostoimistot,2021-11-10,33100
3247561-7,Nodepoint Oy,90020,Esittäviä taiteita palveleva toiminta,2021-11-10,33500
3247597-5,Soinila Visuals Oy,74201,Valokuvaamot ja muu kuvaustoiminta,2021-11-10,33330
3247639-6,Säätiön Tontti Ky,66190,Muu rahoitusta palveleva toiminta (pl. vakuutus- ja eläkevakuutustoiminta),2021-11-02,33100
3247642-5,Heiskan Paja Oy,25110,Metallirakenteiden ja niiden osien valmistus,2021-11-01,33870
3247651-3,Soosikauppa Oy,47299,Muu päivittäistavaroiden erikoisvähittäiskauppa,2022-01-01,33560
3247657-2,Golf Balata Oy,47641,Urheiluvälineiden ja polkupyörien vähittäiskauppa,2021-11-01,33500
3247671-6,Gremlin Logistics Oy,49410,Tieliikenteen tavarankuljetus,2021-11-11,33730
3247715-3,KORKEAKOSKI AUTO OY,45112,Henkilöautojen ja kevyiden moottoriajoneuvojen vähittäiskauppa,2021-11-11,33560
3247759-1,Taskit Oy,62010,Ohjelmistojen suunnittelu ja valmistus,2021-11-11,33270
3247847-1,Kivelä Yhtiöt Oy,42999,Muu muualla luokittelematon maa- ja vesirakentaminen,2022-02-08,33820
3247984-5,LUOKOLA OY,66220,Vakuutusasiamiesten ja -välittäjien toiminta,2021-12-02,33100
3248037-9,Asunto Oy Riihimäen Linnunradankatu 11,68202,Asuntojen ja asuinkiinteistöjen hallinta,2021-11-01,33100
3248038-7,Asunto Oy Riihimäen Linnunradankatu 13,68202,Asuntojen ja asuinkiinteistöjen hallinta,2021-11-01,33100
3248047-5,Mansen Purku & Asennus Oy,43110,Rakennusten ja rakennelmien purku,2021-11-12,33200
3248128-3,Willow Reef Capital Oy,70220,Muu liikkeenjohdon konsultointi,2021-11-13,33210
3248262-2,RD & MH Group Oy,68201,Asuntojen vuokraus,2021-11-14,37550
3248338-5,Neptune Finland Oy,70220,Muu liikkeenjohdon konsultointi,2021-11-05,33720
3248393-2,Porta Arctica Oy,79900,"Varauspalvelut, matkaoppaiden palvelut ym.",2021-11-15,33840
3248456-4,M.Korhonen välitys ja myynti Oy,45112,Henkilöautojen ja kevyiden moottoriajoneuvojen vähittäiskauppa,2021-11-15,33400
3248469-5,Putkos Experience Oy,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2021-11-15,33270
3248508-1,Fincolor Oy,43341,Maalaus,2021-11-15,33400
3248524-1,Ludwig Group Oy,86210,Terveyskeskus- ja vastaavat yleislääkäripalvelut,2021-11-15,33101
3248762-6,Babushka Optics Oy,47783,Optisen alan vähittäiskauppa,2021-11-16,33340
3248905-8,Jowain Oy,56101,Ravintolat,2021-11-16,33200
3248980-8,HRauhala Oy,66220,Vakuutusasiamiesten ja -välittäjien toiminta,2021-11-17,33870
3248981-6,Jimik Oy,66220,Vakuutusasiamiesten ja -välittäjien toiminta,2021-11-17,33870
3248982-4,Seddiki Oy,66220,Vakuutusasiamiesten ja -välittäjien toiminta,2021-11-17,23120
3249011-2,Taksineliö Oy,49320,Taksiliikenne,2021-11-17,33870
3249160-9,VEH Holding Oy,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2021-08-26,33100
3249167-6,Skyway Creative Oy,70220,Muu liikkeenjohdon konsultointi,2021-12-31,33300
3249263-6,Heidi Niemelä Oy,96022,Kauneudenhoitopalvelut,2021-11-18,33210
3249264-4,Treworks Finland Oy,43999,Muu muualla luokittelematon erikoistunut rakennustoiminta,2021-11-18,33730
3249395-4,JS IT-konsultointi Oy,62020,Atk-laitteisto- ja ohjelmistokonsultointi,2021-11-18,33270
3249427-9,Atek Oy,33200,Teollisuuden koneiden ja laitteiden ym. asennus,2021-12-20,33900
3249428-7,Kaksi Kitaraa Soitinkauppa Oy,47595,Soittimien ja musiikkitarvikkeiden vähittäiskauppa,2021-12-08,33270
3249479-7,Asunto Oy Tampereen Annikinkatu 4,68202,Asuntojen ja asuinkiinteistöjen hallinta,2021-11-15,33840
3249486-9,Asunto Oy Tampereen Tapionraitti 3,68202,Asuntojen ja asuinkiinteistöjen hallinta,2021-11-15,62200
3249489-3,Asunto Oy Tampereen Polvikatu 5,68202,Asuntojen ja asuinkiinteistöjen hallinta,2021-11-15,33720
3249492-2,Asunto Oy Tampereen Pellavatehtaankatu 7,68202,Asuntojen ja asuinkiinteistöjen hallinta,2021-11-15,33210
3249518-3,Asunto Oy Tampereen Iidesranta 15,68202,Asuntojen ja asuinkiinteistöjen hallinta,2021-11-15,33200
3249529-8,Nordrock Solutions Oy,70220,Muu liikkeenjohdon konsultointi,2021-11-19,33100
3249542-3,Asunto Oy Tampereen Viinikankatu 26,68202,Asuntojen ja asuinkiinteistöjen hallinta,2021-11-15,33210
3249648-5,Gentler Oy,27900,Muiden sähkölaitteiden valmistus,2021-11-16,33730
3249752-5,Sofi Bella Oy,47913,Laajan valikoiman postimyynti ja verkkokauppa,2021-11-21,33400
3249756-8,Medibait Terveyspalvelut Oy,86220,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",2021-11-21,33720
3249942-4,Valoja-123 Oy,27400,Sähkölamppujen ja valaisimien valmistus,2021-11-22,33100
3250070-4,SmartLoq Oy,80100,Yksityiset turvallisuuspalvelut,2021-11-22,37100
3250293-7,Astemix Oy,90020,Esittäviä taiteita palveleva toiminta,2021-11-23,33500
3250352-6,Star House Oy,90010,Esittävät taiteet,2021-11-23,33710
3250378-8,Circular Electric Systems Oy,27320,Muiden elektronisten ja sähköjohtojen sekä -kaapelien valmistus,2021-10-20,33100
3250404-3,GAIA FINLAND LTD. OY,38320,Lajiteltujen materiaalien kierrätys,2021-11-19,33820
3250636-4,Nurmikk Oy,86220,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",2021-11-24,33210
3250706-8,JS-TOOLS Oy,46190,Yleisagentuuritoiminta,2021-11-25,33710
3250730-8,Zarillo PSW Oy,56101,Ravintolat,2021-11-24,33210
3250809-5,Hoivapalvelut Loiste Oy,88101,Kotipalvelut ikääntyneille ja vammaisille,2021-11-25,33310
3250812-4,Asunto Oy Tampereen Pioni,68202,Asuntojen ja asuinkiinteistöjen hallinta,2021-11-25,33100
3250815-9,NKC Company Oy,65129,Muu vahinkovakuutus,2021-11-25,33100
3250864-2,SPMM Group Oy,46160,"Tekstiilien, vaatteiden, jalkineiden ja nahkavalmisteiden agentuuritoiminta",2021-11-15,33870
3251095-3,Tanssikoulu Tanssis Oy,90020,Esittäviä taiteita palveleva toiminta,2021-11-27,33270
3251232-6,Finamar Taloushallinto Oy,69209,Muu laskentatoimen palvelu,2021-11-28,33820
3251269-2,Tiera Energia Oy,35301,Kaukolämmön ja -kylmän erillistuotanto ja jakelu,2021-11-22,33101
3251442-8,AJH Terveys Oy,86220,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",2021-11-29,33710
3251531-6,Tolla Oy,64990,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),2021-11-29,33720
3251533-2,Gado-gado Oy,56101,Ravintolat,2021-11-29,33480
3251568-2,Ratinan Terveys Oy,86220,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",2021-11-25,33100
3251677-3,ESnet Oy,70220,Muu liikkeenjohdon konsultointi,2021-11-30,33580
3251769-6,JH Mäkelä Oy,43999,Muu muualla luokittelematon erikoistunut rakennustoiminta,2021-11-30,33800
3251799-5,Tivalio Oy,82990,Muut palvelut liike-elämälle,2021-11-30,33200
3252018-2,After Hours Oy,74201,Valokuvaamot ja muu kuvaustoiminta,2021-12-01,33610
3252090-8,Nisulaattori Oy,70220,Muu liikkeenjohdon konsultointi,2021-11-20,33610
3252113-4,Ammattiturva Flex Oy,78300,Muut henkilöstön hankintapalvelut,2021-11-29,33100
3252259-1,Sinitapani Oy,82110,Yhdistetyt toimistopalvelut,2021-12-02,33820
3252336-7,Miteco Oy,43110,Rakennusten ja rakennelmien purku,2021-12-02,33560
3252338-3,BBQ Factory Oy,47599,Muualla luokittelemattomien kotitaloustarvikkeiden vähittäiskauppa,2021-12-02,33700
3252344-7,SNN Ravinto & Valmennus Oy,85510,Urheilu- ja liikuntakoulutus,2021-12-02,33180
3252363-1,Granberg Consulting Oy,70220,Muu liikkeenjohdon konsultointi,2021-12-02,33270
3252504-7,Fimentum Group Oy,70220,Muu liikkeenjohdon konsultointi,2021-12-03,33100
3252597-9,Taalapuu Oy,64200,Rahoitusalan holdingyhtiöiden toiminta,2021-12-04,33580
3252678-7,Hug The Hair Oy Ltd,58142,Aikakauslehtien kustantaminen,2021-11-27,33800
3252701-8,Tailoring Academy Finland Oy,14130,"Muu takkien, pukujen, housujen, hameiden yms. valmistus",2021-11-30,33710
3252835-2,Brightlife Oy,62020,Atk-laitteisto- ja ohjelmistokonsultointi,2021-11-22,33100
3252947-8,Asunto Oy Kangasalan Hilla,68202,Asuntojen ja asuinkiinteistöjen hallinta,2021-11-24,33100
3253102-5,Kiinteistö Oy Mäkikiinteistöt,68209,Muiden kiinteistöjen vuokraus ja hallinta,2021-11-23,33100
3253155-1,MOIKIO OY,70220,Muu liikkeenjohdon konsultointi,2021-12-08,33340
3253203-6,RATAMO Consulting Oy,70220,Muu liikkeenjohdon konsultointi,2021-12-08,33230
3253233-5,Välimäki Consulting Oy,70220,Muu liikkeenjohdon konsultointi,2021-12-08,33100
3253288-8,GRW-Service Oy,33129,Muiden erikoiskoneiden korjaus ja huolto,2021-12-08,33230
3253300-4,Arkkitehtitoimisto Mikko Suominen Oy,71110,Arkkitehtipalvelut,2021-12-08,33210
3253320-7,Rooffix Oy,43910,Kattorakenteiden asennus ja kattaminen,2021-12-08,33820
3253326-6,Maiju Katajala LKV Oy,68310,Kiinteistönvälitys,2021-12-08,33180
3253346-9,TK Merivirta 3 Kehitys Ky,64200,Rahoitusalan holdingyhtiöiden toiminta,2021-11-26,33900
3253449-6,Ida Hulkko Oy,93190,Muu urheilutoiminta,2021-12-09,33720
3253480-8,Jussi Kuitunen LKV Oy,68310,Kiinteistönvälitys,2021-12-09,33500
3253534-1,T-Peli Oy,96090,Muualla luokittelemattomat henkilökohtaiset palvelut,2021-12-09,33870
3253541-3,Coubicado Oy,96090,Muualla luokittelemattomat henkilökohtaiset palvelut,2021-12-09,33100
3253605-3,T & T Kaivin Oy,42210,Yleisten jakeluverkkojen rakentaminen nestemäisiä ja kaasumaisia aineita varten,2021-11-30,33710
3253723-2,KS Interiors Oy,74102,Sisustussuunnittelu,2021-12-10,33500
3253741-9,Widewood Oy,70220,Muu liikkeenjohdon konsultointi,2021-12-10,33340
3253773-4,Pro Manus Oy,86220,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",2021-12-10,33100
3253785-7,S.Erkkilä Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2021-12-10,33340
3253795-3,Avunhuuto.fi Oy,63120,Verkkoportaalit,2021-12-10,33560
3253796-1,Asunto Oy Lahden Vahva-Jussin Verso,68202,Asuntojen ja asuinkiinteistöjen hallinta,2021-12-08,33210
3253803-2,Kraftsmen Oy,41200,Asuin- ja muiden rakennusten rakentaminen,2021-12-10,33900
